"Year","StockName","SeriesLabel","Values"
2009,"Chilkat","Lower Esc Goal",NA
2009,"Chilkat","Upper Esc Goal",NA
2009,"Chilkat","Lower PSC Goal",1750
2009,"Chilkat","Upper PSC Goal",3500
2010,"Chilkat","Lower Esc Goal",NA
2010,"Chilkat","Upper Esc Goal",NA
2010,"Chilkat","Lower PSC Goal",1750
2010,"Chilkat","Upper PSC Goal",3500
2011,"Chilkat","Lower Esc Goal",NA
2011,"Chilkat","Upper Esc Goal",NA
2011,"Chilkat","Lower PSC Goal",1750
2011,"Chilkat","Upper PSC Goal",3500
2012,"Chilkat","Lower Esc Goal",NA
2012,"Chilkat","Upper Esc Goal",NA
2012,"Chilkat","Lower PSC Goal",1750
2012,"Chilkat","Upper PSC Goal",3500
2013,"Chilkat","Lower Esc Goal",NA
2013,"Chilkat","Upper Esc Goal",NA
2013,"Chilkat","Lower PSC Goal",1750
2013,"Chilkat","Upper PSC Goal",3500
2014,"Chilkat","Lower Esc Goal",NA
2014,"Chilkat","Upper Esc Goal",NA
2014,"Chilkat","Lower PSC Goal",1750
2014,"Chilkat","Upper PSC Goal",3500
2015,"Chilkat","Lower Esc Goal",NA
2015,"Chilkat","Upper Esc Goal",NA
2015,"Chilkat","Lower PSC Goal",1750
2015,"Chilkat","Upper PSC Goal",3500
2016,"Chilkat","Lower Esc Goal",NA
2016,"Chilkat","Upper Esc Goal",NA
2016,"Chilkat","Lower PSC Goal",1750
2016,"Chilkat","Upper PSC Goal",3500
2017,"Chilkat","Lower Esc Goal",NA
2017,"Chilkat","Upper Esc Goal",NA
2017,"Chilkat","Lower PSC Goal",1750
2017,"Chilkat","Upper PSC Goal",3500
2018,"Chilkat","Lower Esc Goal",NA
2018,"Chilkat","Upper Esc Goal",NA
2018,"Chilkat","Lower PSC Goal",1750
2018,"Chilkat","Upper PSC Goal",3500
2019,"Chilkat","Lower Esc Goal",NA
2019,"Chilkat","Upper Esc Goal",NA
2019,"Chilkat","Lower PSC Goal",1750
2019,"Chilkat","Upper PSC Goal",3500
2020,"Chilkat","Lower Esc Goal",NA
2020,"Chilkat","Upper Esc Goal",NA
2020,"Chilkat","Lower PSC Goal",1750
2020,"Chilkat","Upper PSC Goal",3500
2021,"Chilkat","Lower Esc Goal",NA
2021,"Chilkat","Upper Esc Goal",NA
2021,"Chilkat","Lower PSC Goal",1750
2021,"Chilkat","Upper PSC Goal",3500
2022,"Chilkat","Lower Esc Goal",NA
2022,"Chilkat","Upper Esc Goal",NA
2022,"Chilkat","Lower PSC Goal",1750
2022,"Chilkat","Upper PSC Goal",3500
1975,"Unuk","Lower Esc Goal",NA
1975,"Unuk","Upper Esc Goal",NA
1975,"Unuk","Lower PSC Goal",NA
1975,"Unuk","Upper PSC Goal",NA
1976,"Unuk","Lower Esc Goal",NA
1976,"Unuk","Upper Esc Goal",NA
1976,"Unuk","Lower PSC Goal",NA
1976,"Unuk","Upper PSC Goal",NA
1977,"Unuk","Lower Esc Goal",NA
1977,"Unuk","Upper Esc Goal",NA
1977,"Unuk","Lower PSC Goal",NA
1977,"Unuk","Upper PSC Goal",NA
1978,"Unuk","Lower Esc Goal",NA
1978,"Unuk","Upper Esc Goal",NA
1978,"Unuk","Lower PSC Goal",NA
1978,"Unuk","Upper PSC Goal",NA
1979,"Unuk","Lower Esc Goal",NA
1979,"Unuk","Upper Esc Goal",NA
1979,"Unuk","Lower PSC Goal",NA
1979,"Unuk","Upper PSC Goal",NA
1980,"Unuk","Lower Esc Goal",NA
1980,"Unuk","Upper Esc Goal",NA
1980,"Unuk","Lower PSC Goal",NA
1980,"Unuk","Upper PSC Goal",NA
1981,"Unuk","Lower Esc Goal",NA
1981,"Unuk","Upper Esc Goal",NA
1981,"Unuk","Lower PSC Goal",NA
1981,"Unuk","Upper PSC Goal",NA
1982,"Unuk","Lower Esc Goal",NA
1982,"Unuk","Upper Esc Goal",NA
1982,"Unuk","Lower PSC Goal",NA
1982,"Unuk","Upper PSC Goal",NA
1983,"Unuk","Lower Esc Goal",NA
1983,"Unuk","Upper Esc Goal",NA
1983,"Unuk","Lower PSC Goal",NA
1983,"Unuk","Upper PSC Goal",NA
1984,"Unuk","Lower Esc Goal",NA
1984,"Unuk","Upper Esc Goal",NA
1984,"Unuk","Lower PSC Goal",NA
1984,"Unuk","Upper PSC Goal",NA
1985,"Unuk","Lower Esc Goal",NA
1985,"Unuk","Upper Esc Goal",NA
1985,"Unuk","Lower PSC Goal",NA
1985,"Unuk","Upper PSC Goal",NA
1986,"Unuk","Lower Esc Goal",NA
1986,"Unuk","Upper Esc Goal",NA
1986,"Unuk","Lower PSC Goal",NA
1986,"Unuk","Upper PSC Goal",NA
1987,"Unuk","Lower Esc Goal",NA
1987,"Unuk","Upper Esc Goal",NA
1987,"Unuk","Lower PSC Goal",NA
1987,"Unuk","Upper PSC Goal",NA
1988,"Unuk","Lower Esc Goal",NA
1988,"Unuk","Upper Esc Goal",NA
1988,"Unuk","Lower PSC Goal",NA
1988,"Unuk","Upper PSC Goal",NA
1989,"Unuk","Lower Esc Goal",NA
1989,"Unuk","Upper Esc Goal",NA
1989,"Unuk","Lower PSC Goal",NA
1989,"Unuk","Upper PSC Goal",NA
1990,"Unuk","Lower Esc Goal",NA
1990,"Unuk","Upper Esc Goal",NA
1990,"Unuk","Lower PSC Goal",NA
1990,"Unuk","Upper PSC Goal",NA
1991,"Unuk","Lower Esc Goal",NA
1991,"Unuk","Upper Esc Goal",NA
1991,"Unuk","Lower PSC Goal",NA
1991,"Unuk","Upper PSC Goal",NA
1992,"Unuk","Lower Esc Goal",NA
1992,"Unuk","Upper Esc Goal",NA
1992,"Unuk","Lower PSC Goal",NA
1992,"Unuk","Upper PSC Goal",NA
1993,"Unuk","Lower Esc Goal",NA
1993,"Unuk","Upper Esc Goal",NA
1993,"Unuk","Lower PSC Goal",NA
1993,"Unuk","Upper PSC Goal",NA
1994,"Unuk","Lower Esc Goal",4226
1994,"Unuk","Upper Esc Goal",NA
1994,"Unuk","Lower PSC Goal",NA
1994,"Unuk","Upper PSC Goal",NA
1995,"Unuk","Lower Esc Goal",4226
1995,"Unuk","Upper Esc Goal",NA
1995,"Unuk","Lower PSC Goal",NA
1995,"Unuk","Upper PSC Goal",NA
1996,"Unuk","Lower Esc Goal",4226
1996,"Unuk","Upper Esc Goal",NA
1996,"Unuk","Lower PSC Goal",NA
1996,"Unuk","Upper PSC Goal",NA
1997,"Unuk","Lower Esc Goal",3140
1997,"Unuk","Upper Esc Goal",6762
1997,"Unuk","Lower PSC Goal",NA
1997,"Unuk","Upper PSC Goal",NA
1998,"Unuk","Lower Esc Goal",NA
1998,"Unuk","Upper Esc Goal",NA
1998,"Unuk","Lower PSC Goal",3140
1998,"Unuk","Upper PSC Goal",6762
1999,"Unuk","Lower Esc Goal",NA
1999,"Unuk","Upper Esc Goal",NA
1999,"Unuk","Lower PSC Goal",3140
1999,"Unuk","Upper PSC Goal",6762
2000,"Unuk","Lower Esc Goal",NA
2000,"Unuk","Upper Esc Goal",NA
2000,"Unuk","Lower PSC Goal",3140
2000,"Unuk","Upper PSC Goal",6762
2001,"Unuk","Lower Esc Goal",NA
2001,"Unuk","Upper Esc Goal",NA
2001,"Unuk","Lower PSC Goal",3140
2001,"Unuk","Upper PSC Goal",6762
2002,"Unuk","Lower Esc Goal",NA
2002,"Unuk","Upper Esc Goal",NA
2002,"Unuk","Lower PSC Goal",3140
2002,"Unuk","Upper PSC Goal",6762
2003,"Unuk","Lower Esc Goal",NA
2003,"Unuk","Upper Esc Goal",NA
2003,"Unuk","Lower PSC Goal",3140
2003,"Unuk","Upper PSC Goal",6762
2004,"Unuk","Lower Esc Goal",NA
2004,"Unuk","Upper Esc Goal",NA
2004,"Unuk","Lower PSC Goal",3140
2004,"Unuk","Upper PSC Goal",6762
2005,"Unuk","Lower Esc Goal",NA
2005,"Unuk","Upper Esc Goal",NA
2005,"Unuk","Lower PSC Goal",3140
2005,"Unuk","Upper PSC Goal",6762
2006,"Unuk","Lower Esc Goal",NA
2006,"Unuk","Upper Esc Goal",NA
2006,"Unuk","Lower PSC Goal",3140
2006,"Unuk","Upper PSC Goal",6762
2007,"Unuk","Lower Esc Goal",NA
2007,"Unuk","Upper Esc Goal",NA
2007,"Unuk","Lower PSC Goal",3140
2007,"Unuk","Upper PSC Goal",6762
2008,"Unuk","Lower Esc Goal",NA
2008,"Unuk","Upper Esc Goal",NA
2008,"Unuk","Lower PSC Goal",3140
2008,"Unuk","Upper PSC Goal",6762
2009,"Unuk","Lower Esc Goal",NA
2009,"Unuk","Upper Esc Goal",NA
2009,"Unuk","Lower PSC Goal",1800
2009,"Unuk","Upper PSC Goal",3800
2010,"Unuk","Lower Esc Goal",NA
2010,"Unuk","Upper Esc Goal",NA
2010,"Unuk","Lower PSC Goal",1800
2010,"Unuk","Upper PSC Goal",3800
2011,"Unuk","Lower Esc Goal",NA
2011,"Unuk","Upper Esc Goal",NA
2011,"Unuk","Lower PSC Goal",1800
2011,"Unuk","Upper PSC Goal",3800
2012,"Unuk","Lower Esc Goal",NA
2012,"Unuk","Upper Esc Goal",NA
2012,"Unuk","Lower PSC Goal",1800
2012,"Unuk","Upper PSC Goal",3800
2013,"Unuk","Lower Esc Goal",NA
2013,"Unuk","Upper Esc Goal",NA
2013,"Unuk","Lower PSC Goal",1800
2013,"Unuk","Upper PSC Goal",3800
2014,"Unuk","Lower Esc Goal",NA
2014,"Unuk","Upper Esc Goal",NA
2014,"Unuk","Lower PSC Goal",1800
2014,"Unuk","Upper PSC Goal",3800
2015,"Unuk","Lower Esc Goal",NA
2015,"Unuk","Upper Esc Goal",NA
2015,"Unuk","Lower PSC Goal",1800
2015,"Unuk","Upper PSC Goal",3800
2016,"Unuk","Lower Esc Goal",NA
2016,"Unuk","Upper Esc Goal",NA
2016,"Unuk","Lower PSC Goal",1800
2016,"Unuk","Upper PSC Goal",3800
2017,"Unuk","Lower Esc Goal",NA
2017,"Unuk","Upper Esc Goal",NA
2017,"Unuk","Lower PSC Goal",1800
2017,"Unuk","Upper PSC Goal",3800
2018,"Unuk","Lower Esc Goal",NA
2018,"Unuk","Upper Esc Goal",NA
2018,"Unuk","Lower PSC Goal",1800
2018,"Unuk","Upper PSC Goal",3800
2019,"Unuk","Lower Esc Goal",NA
2019,"Unuk","Upper Esc Goal",NA
2019,"Unuk","Lower PSC Goal",1800
2019,"Unuk","Upper PSC Goal",3800
2020,"Unuk","Lower Esc Goal",NA
2020,"Unuk","Upper Esc Goal",NA
2020,"Unuk","Lower PSC Goal",1800
2020,"Unuk","Upper PSC Goal",3800
2021,"Unuk","Lower Esc Goal",NA
2021,"Unuk","Upper Esc Goal",NA
2021,"Unuk","Lower PSC Goal",1800
2021,"Unuk","Upper PSC Goal",3800
2022,"Unuk","Lower Esc Goal",NA
2022,"Unuk","Upper Esc Goal",NA
2022,"Unuk","Lower PSC Goal",1800
2022,"Unuk","Upper PSC Goal",3800
1975,"Nass","Smsy",NA
1976,"Nass","Smsy",NA
1977,"Nass","Smsy",16500
1978,"Nass","Smsy",16500
1979,"Nass","Smsy",16500
1980,"Nass","Smsy",16500
1981,"Nass","Smsy",16500
1982,"Nass","Smsy",16500
1983,"Nass","Smsy",16500
1984,"Nass","Smsy",16500
1985,"Nass","Smsy",16500
1986,"Nass","Smsy",16500
1987,"Nass","Smsy",16500
1988,"Nass","Smsy",16500
1989,"Nass","Smsy",16500
1990,"Nass","Smsy",16500
1991,"Nass","Smsy",16500
1992,"Nass","Smsy",16500
1993,"Nass","Smsy",16500
1994,"Nass","Smsy",16500
1995,"Nass","Smsy",16500
1996,"Nass","Smsy",16500
1997,"Nass","Smsy",16500
1998,"Nass","Smsy",16500
1999,"Nass","Smsy",16500
2000,"Nass","Smsy",16500
2001,"Nass","Smsy",16500
2002,"Nass","Smsy",16500
2003,"Nass","Smsy",16500
2004,"Nass","Smsy",16500
2005,"Nass","Smsy",16500
2006,"Nass","Smsy",16500
2007,"Nass","Smsy",16500
2008,"Nass","Smsy",16500
2009,"Nass","Smsy",16500
2010,"Nass","Smsy",16500
2011,"Nass","Smsy",16500
2012,"Nass","Smsy",16500
2013,"Nass","Smsy",16500
2014,"Nass","Smsy",16500
2015,"Nass","Smsy",16500
2016,"Nass","Smsy",16500
2017,"Nass","Smsy",16500
2018,"Nass","Smsy",16500
2019,"Nass","Smsy",16500
2020,"Nass","Smsy",16500
2021,"Nass","Smsy",16500
2022,"Nass","Smsy",16500
1975,"Kitsumkalum","Smsy",NA
1976,"Kitsumkalum","Smsy",NA
1977,"Kitsumkalum","Smsy",NA
1978,"Kitsumkalum","Smsy",NA
1979,"Kitsumkalum","Smsy",NA
1980,"Kitsumkalum","Smsy",NA
1981,"Kitsumkalum","Smsy",NA
1982,"Kitsumkalum","Smsy",NA
1983,"Kitsumkalum","Smsy",NA
1984,"Kitsumkalum","Smsy",5214
1985,"Kitsumkalum","Smsy",5214
1986,"Kitsumkalum","Smsy",5214
1987,"Kitsumkalum","Smsy",5214
1988,"Kitsumkalum","Smsy",5214
1989,"Kitsumkalum","Smsy",5214
1990,"Kitsumkalum","Smsy",5214
1991,"Kitsumkalum","Smsy",5214
1992,"Kitsumkalum","Smsy",5214
1993,"Kitsumkalum","Smsy",5214
1994,"Kitsumkalum","Smsy",5214
1995,"Kitsumkalum","Smsy",5214
1996,"Kitsumkalum","Smsy",5214
1997,"Kitsumkalum","Smsy",5214
1998,"Kitsumkalum","Smsy",5214
1999,"Kitsumkalum","Smsy",5214
2000,"Kitsumkalum","Smsy",5214
2001,"Kitsumkalum","Smsy",5214
2002,"Kitsumkalum","Smsy",5214
2003,"Kitsumkalum","Smsy",5214
2004,"Kitsumkalum","Smsy",5214
2005,"Kitsumkalum","Smsy",5214
2006,"Kitsumkalum","Smsy",5214
2007,"Kitsumkalum","Smsy",5214
2008,"Kitsumkalum","Smsy",5214
2009,"Kitsumkalum","Smsy",5214
2010,"Kitsumkalum","Smsy",5214
2011,"Kitsumkalum","Smsy",5214
2012,"Kitsumkalum","Smsy",5214
2013,"Kitsumkalum","Smsy",5214
2014,"Kitsumkalum","Smsy",5214
2015,"Kitsumkalum","Smsy",5214
2016,"Kitsumkalum","Smsy",5214
2017,"Kitsumkalum","Smsy",5214
2018,"Kitsumkalum","Smsy",5214
2019,"Kitsumkalum","Smsy",5214
2020,"Kitsumkalum","Smsy",5214
2021,"Kitsumkalum","Smsy",5214
2022,"Kitsumkalum","Smsy",5214
1975,"Atnarko Wild","PSC-Agreed Goal",NA
1975,"Atnarko Wild","Smsy",NA
1976,"Atnarko Wild","PSC-Agreed Goal",NA
1976,"Atnarko Wild","Smsy",NA
1977,"Atnarko Wild","PSC-Agreed Goal",NA
1977,"Atnarko Wild","Smsy",NA
1978,"Atnarko Wild","PSC-Agreed Goal",NA
1978,"Atnarko Wild","Smsy",NA
1979,"Atnarko Wild","PSC-Agreed Goal",NA
1979,"Atnarko Wild","Smsy",NA
1980,"Atnarko Wild","PSC-Agreed Goal",NA
1980,"Atnarko Wild","Smsy",NA
1981,"Atnarko Wild","PSC-Agreed Goal",NA
1981,"Atnarko Wild","Smsy",NA
1982,"Atnarko Wild","PSC-Agreed Goal",NA
1982,"Atnarko Wild","Smsy",NA
1983,"Atnarko Wild","PSC-Agreed Goal",NA
1983,"Atnarko Wild","Smsy",NA
1984,"Atnarko Wild","PSC-Agreed Goal",NA
1984,"Atnarko Wild","Smsy",NA
1985,"Atnarko Wild","PSC-Agreed Goal",NA
1985,"Atnarko Wild","Smsy",NA
1986,"Atnarko Wild","PSC-Agreed Goal",NA
1986,"Atnarko Wild","Smsy",NA
1987,"Atnarko Wild","PSC-Agreed Goal",NA
1987,"Atnarko Wild","Smsy",NA
1988,"Atnarko Wild","PSC-Agreed Goal",NA
1988,"Atnarko Wild","Smsy",NA
1989,"Atnarko Wild","PSC-Agreed Goal",NA
1989,"Atnarko Wild","Smsy",NA
1990,"Atnarko Wild","PSC-Agreed Goal",NA
1990,"Atnarko Wild","Smsy",5009
1991,"Atnarko Wild","PSC-Agreed Goal",NA
1991,"Atnarko Wild","Smsy",5009
1992,"Atnarko Wild","PSC-Agreed Goal",NA
1992,"Atnarko Wild","Smsy",5009
1993,"Atnarko Wild","PSC-Agreed Goal",NA
1993,"Atnarko Wild","Smsy",5009
1994,"Atnarko Wild","PSC-Agreed Goal",NA
1994,"Atnarko Wild","Smsy",5009
1995,"Atnarko Wild","PSC-Agreed Goal",NA
1995,"Atnarko Wild","Smsy",5009
1996,"Atnarko Wild","PSC-Agreed Goal",NA
1996,"Atnarko Wild","Smsy",5009
1997,"Atnarko Wild","PSC-Agreed Goal",NA
1997,"Atnarko Wild","Smsy",5009
1998,"Atnarko Wild","PSC-Agreed Goal",NA
1998,"Atnarko Wild","Smsy",5009
1999,"Atnarko Wild","PSC-Agreed Goal",NA
1999,"Atnarko Wild","Smsy",5009
2000,"Atnarko Wild","PSC-Agreed Goal",NA
2000,"Atnarko Wild","Smsy",5009
2001,"Atnarko Wild","PSC-Agreed Goal",NA
2001,"Atnarko Wild","Smsy",5009
2002,"Atnarko Wild","PSC-Agreed Goal",NA
2002,"Atnarko Wild","Smsy",5009
2003,"Atnarko Wild","PSC-Agreed Goal",NA
2003,"Atnarko Wild","Smsy",5009
2004,"Atnarko Wild","PSC-Agreed Goal",NA
2004,"Atnarko Wild","Smsy",5009
2005,"Atnarko Wild","PSC-Agreed Goal",NA
2005,"Atnarko Wild","Smsy",5009
2006,"Atnarko Wild","PSC-Agreed Goal",NA
2006,"Atnarko Wild","Smsy",5009
2007,"Atnarko Wild","PSC-Agreed Goal",NA
2007,"Atnarko Wild","Smsy",5009
2008,"Atnarko Wild","PSC-Agreed Goal",NA
2008,"Atnarko Wild","Smsy",5009
2009,"Atnarko Wild","PSC-Agreed Goal",NA
2009,"Atnarko Wild","Smsy",5009
2010,"Atnarko Wild","PSC-Agreed Goal",NA
2010,"Atnarko Wild","Smsy",5009
2011,"Atnarko Wild","PSC-Agreed Goal",NA
2011,"Atnarko Wild","Smsy",5009
2012,"Atnarko Wild","PSC-Agreed Goal",NA
2012,"Atnarko Wild","Smsy",5009
2013,"Atnarko Wild","PSC-Agreed Goal",NA
2013,"Atnarko Wild","Smsy",5009
2014,"Atnarko Wild","PSC-Agreed Goal",NA
2014,"Atnarko Wild","Smsy",5009
2015,"Atnarko Wild","PSC-Agreed Goal",NA
2015,"Atnarko Wild","Smsy",5009
2016,"Atnarko Wild","PSC-Agreed Goal",NA
2016,"Atnarko Wild","Smsy",5009
2017,"Atnarko Wild","PSC-Agreed Goal",NA
2017,"Atnarko Wild","Smsy",5009
2018,"Atnarko Wild","PSC-Agreed Goal",5009
2018,"Atnarko Wild","Smsy",5009
2019,"Atnarko Wild","PSC-Agreed Goal",5009
2019,"Atnarko Wild","Smsy",5009
2020,"Atnarko Wild","PSC-Agreed Goal",5009
2020,"Atnarko Wild","Smsy",5009
2021,"Atnarko Wild","PSC-Agreed Goal",5009
2021,"Atnarko Wild","Smsy",5009
2022,"Atnarko Wild","PSC-Agreed Goal",5009
2022,"Atnarko Wild","Smsy",5009
1975,"Cowichan","Agency Goal",NA
1975,"Cowichan","PSC Goal",NA
1976,"Cowichan","Agency Goal",NA
1976,"Cowichan","PSC Goal",NA
1977,"Cowichan","Agency Goal",NA
1977,"Cowichan","PSC Goal",NA
1978,"Cowichan","Agency Goal",NA
1978,"Cowichan","PSC Goal",NA
1979,"Cowichan","Agency Goal",NA
1979,"Cowichan","PSC Goal",NA
1980,"Cowichan","Agency Goal",NA
1980,"Cowichan","PSC Goal",NA
1981,"Cowichan","Agency Goal",NA
1981,"Cowichan","PSC Goal",NA
1982,"Cowichan","Agency Goal",NA
1982,"Cowichan","PSC Goal",NA
1983,"Cowichan","Agency Goal",NA
1983,"Cowichan","PSC Goal",NA
1984,"Cowichan","Agency Goal",NA
1984,"Cowichan","PSC Goal",NA
1985,"Cowichan","Agency Goal",NA
1985,"Cowichan","PSC Goal",NA
1986,"Cowichan","Agency Goal",NA
1986,"Cowichan","PSC Goal",NA
1987,"Cowichan","Agency Goal",NA
1987,"Cowichan","PSC Goal",NA
1988,"Cowichan","Agency Goal",NA
1988,"Cowichan","PSC Goal",NA
1989,"Cowichan","Agency Goal",NA
1989,"Cowichan","PSC Goal",NA
1990,"Cowichan","Agency Goal",NA
1990,"Cowichan","PSC Goal",NA
1991,"Cowichan","Agency Goal",NA
1991,"Cowichan","PSC Goal",NA
1992,"Cowichan","Agency Goal",NA
1992,"Cowichan","PSC Goal",NA
1993,"Cowichan","Agency Goal",NA
1993,"Cowichan","PSC Goal",NA
1994,"Cowichan","Agency Goal",NA
1994,"Cowichan","PSC Goal",NA
1995,"Cowichan","Agency Goal",NA
1995,"Cowichan","PSC Goal",NA
1996,"Cowichan","Agency Goal",NA
1996,"Cowichan","PSC Goal",NA
1997,"Cowichan","Agency Goal",NA
1997,"Cowichan","PSC Goal",NA
1998,"Cowichan","Agency Goal",NA
1998,"Cowichan","PSC Goal",NA
1999,"Cowichan","Agency Goal",NA
1999,"Cowichan","PSC Goal",NA
2000,"Cowichan","Agency Goal",NA
2000,"Cowichan","PSC Goal",NA
2001,"Cowichan","Agency Goal",NA
2001,"Cowichan","PSC Goal",NA
2002,"Cowichan","Agency Goal",NA
2002,"Cowichan","PSC Goal",NA
2003,"Cowichan","Agency Goal",NA
2003,"Cowichan","PSC Goal",NA
2004,"Cowichan","Agency Goal",NA
2004,"Cowichan","PSC Goal",NA
2005,"Cowichan","Agency Goal",NA
2005,"Cowichan","PSC Goal",6500
2006,"Cowichan","Agency Goal",NA
2006,"Cowichan","PSC Goal",6500
2007,"Cowichan","Agency Goal",NA
2007,"Cowichan","PSC Goal",6500
2008,"Cowichan","Agency Goal",NA
2008,"Cowichan","PSC Goal",6500
2009,"Cowichan","Agency Goal",NA
2009,"Cowichan","PSC Goal",6500
2010,"Cowichan","Agency Goal",NA
2010,"Cowichan","PSC Goal",6500
2011,"Cowichan","Agency Goal",NA
2011,"Cowichan","PSC Goal",6500
2012,"Cowichan","Agency Goal",NA
2012,"Cowichan","PSC Goal",6500
2013,"Cowichan","Agency Goal",NA
2013,"Cowichan","PSC Goal",6500
2014,"Cowichan","Agency Goal",NA
2014,"Cowichan","PSC Goal",6500
2015,"Cowichan","Agency Goal",NA
2015,"Cowichan","PSC Goal",6500
2016,"Cowichan","Agency Goal",NA
2016,"Cowichan","PSC Goal",6500
2017,"Cowichan","Agency Goal",NA
2017,"Cowichan","PSC Goal",6500
2018,"Cowichan","Agency Goal",NA
2018,"Cowichan","PSC Goal",6500
2019,"Cowichan","Agency Goal",NA
2019,"Cowichan","PSC Goal",6500
2020,"Cowichan","Agency Goal",NA
2020,"Cowichan","PSC Goal",6500
2021,"Cowichan","Agency Goal",NA
2021,"Cowichan","PSC Goal",6500
2022,"Cowichan","Agency Goal",NA
2022,"Cowichan","PSC Goal",6500
1975,"Nanaimo","Smsy",NA
1976,"Nanaimo","Smsy",NA
1977,"Nanaimo","Smsy",NA
1978,"Nanaimo","Smsy",NA
1979,"Nanaimo","Smsy",NA
1980,"Nanaimo","Smsy",NA
1981,"Nanaimo","Smsy",3000
1982,"Nanaimo","Smsy",3000
1983,"Nanaimo","Smsy",3000
1984,"Nanaimo","Smsy",3000
1985,"Nanaimo","Smsy",3000
1986,"Nanaimo","Smsy",3000
1987,"Nanaimo","Smsy",3000
1988,"Nanaimo","Smsy",3000
1989,"Nanaimo","Smsy",3000
1990,"Nanaimo","Smsy",3000
1991,"Nanaimo","Smsy",3000
1992,"Nanaimo","Smsy",3000
1993,"Nanaimo","Smsy",3000
1994,"Nanaimo","Smsy",3000
1995,"Nanaimo","Smsy",3000
1996,"Nanaimo","Smsy",3000
1997,"Nanaimo","Smsy",3000
1998,"Nanaimo","Smsy",3000
1999,"Nanaimo","Smsy",3000
2000,"Nanaimo","Smsy",3000
2001,"Nanaimo","Smsy",3000
2002,"Nanaimo","Smsy",3000
2003,"Nanaimo","Smsy",3000
2004,"Nanaimo","Smsy",3000
2005,"Nanaimo","Smsy",3000
2006,"Nanaimo","Smsy",3000
2007,"Nanaimo","Smsy",3000
2008,"Nanaimo","Smsy",3000
2009,"Nanaimo","Smsy",3000
2010,"Nanaimo","Smsy",3000
2011,"Nanaimo","Smsy",3000
2012,"Nanaimo","Smsy",3000
2013,"Nanaimo","Smsy",3000
2014,"Nanaimo","Smsy",3000
2015,"Nanaimo","Smsy",3000
2016,"Nanaimo","Smsy",3000
2017,"Nanaimo","Smsy",3000
2018,"Nanaimo","Smsy",3000
2019,"Nanaimo","Smsy",3000
2020,"Nanaimo","Smsy",3000
2021,"Nanaimo","Smsy",3000
2022,"Nanaimo","Smsy",3000
1975,"Nicola Sp 1.2","Smsy",6600
1976,"Nicola Sp 1.2","Smsy",6600
1977,"Nicola Sp 1.2","Smsy",6600
1978,"Nicola Sp 1.2","Smsy",6600
1979,"Nicola Sp 1.2","Smsy",6600
1980,"Nicola Sp 1.2","Smsy",6600
1981,"Nicola Sp 1.2","Smsy",6600
1982,"Nicola Sp 1.2","Smsy",6600
1983,"Nicola Sp 1.2","Smsy",6600
1984,"Nicola Sp 1.2","Smsy",6600
1985,"Nicola Sp 1.2","Smsy",6600
1986,"Nicola Sp 1.2","Smsy",6600
1987,"Nicola Sp 1.2","Smsy",6600
1988,"Nicola Sp 1.2","Smsy",6600
1989,"Nicola Sp 1.2","Smsy",6600
1990,"Nicola Sp 1.2","Smsy",6600
1991,"Nicola Sp 1.2","Smsy",6600
1992,"Nicola Sp 1.2","Smsy",6600
1993,"Nicola Sp 1.2","Smsy",6600
1994,"Nicola Sp 1.2","Smsy",6600
1995,"Nicola Sp 1.2","Smsy",6600
1996,"Nicola Sp 1.2","Smsy",6600
1997,"Nicola Sp 1.2","Smsy",6600
1998,"Nicola Sp 1.2","Smsy",6600
1999,"Nicola Sp 1.2","Smsy",6600
2000,"Nicola Sp 1.2","Smsy",6600
2001,"Nicola Sp 1.2","Smsy",6600
2002,"Nicola Sp 1.2","Smsy",6600
2003,"Nicola Sp 1.2","Smsy",6600
2004,"Nicola Sp 1.2","Smsy",6600
2005,"Nicola Sp 1.2","Smsy",6600
2006,"Nicola Sp 1.2","Smsy",6600
2007,"Nicola Sp 1.2","Smsy",6600
2008,"Nicola Sp 1.2","Smsy",6600
2009,"Nicola Sp 1.2","Smsy",6600
2010,"Nicola Sp 1.2","Smsy",6600
2011,"Nicola Sp 1.2","Smsy",6600
2012,"Nicola Sp 1.2","Smsy",6600
2013,"Nicola Sp 1.2","Smsy",6600
2014,"Nicola Sp 1.2","Smsy",6600
2015,"Nicola Sp 1.2","Smsy",6600
2016,"Nicola Sp 1.2","Smsy",6600
2017,"Nicola Sp 1.2","Smsy",6600
2018,"Nicola Sp 1.2","Smsy",6600
2019,"Nicola Sp 1.2","Smsy",6600
2020,"Nicola Sp 1.2","Smsy",6600
2021,"Nicola Sp 1.2","Smsy",6600
2022,"Nicola Sp 1.2","Smsy",6600
1975,"Lower Chilcotin","Smsy",4400
1976,"Lower Chilcotin","Smsy",4400
1977,"Lower Chilcotin","Smsy",4400
1978,"Lower Chilcotin","Smsy",4400
1979,"Lower Chilcotin","Smsy",4400
1980,"Lower Chilcotin","Smsy",4400
1981,"Lower Chilcotin","Smsy",4400
1982,"Lower Chilcotin","Smsy",4400
1983,"Lower Chilcotin","Smsy",4400
1984,"Lower Chilcotin","Smsy",4400
1985,"Lower Chilcotin","Smsy",4400
1986,"Lower Chilcotin","Smsy",4400
1987,"Lower Chilcotin","Smsy",4400
1988,"Lower Chilcotin","Smsy",4400
1989,"Lower Chilcotin","Smsy",4400
1990,"Lower Chilcotin","Smsy",4400
