"Year","StockName","SeriesLabel","Values"
1993,"Alsek","Upper PSC Goal",NA
1994,"Alsek","Lower Esc Goal",NA
1994,"Alsek","Upper Esc Goal",NA
1994,"Alsek","Lower PSC Goal",NA
1994,"Alsek","Upper PSC Goal",NA
1995,"Alsek","Lower Esc Goal",NA
1995,"Alsek","Upper Esc Goal",NA
1995,"Alsek","Lower PSC Goal",NA
1995,"Alsek","Upper PSC Goal",NA
1996,"Alsek","Lower Esc Goal",NA
1996,"Alsek","Upper Esc Goal",NA
1996,"Alsek","Lower PSC Goal",NA
1996,"Alsek","Upper PSC Goal",NA
1997,"Alsek","Lower Esc Goal",NA
1997,"Alsek","Upper Esc Goal",NA
1997,"Alsek","Lower PSC Goal",NA
1997,"Alsek","Upper PSC Goal",NA
1998,"Alsek","Lower Esc Goal",NA
1998,"Alsek","Upper Esc Goal",NA
1998,"Alsek","Lower PSC Goal",4400
1998,"Alsek","Upper PSC Goal",9200
1999,"Alsek","Lower Esc Goal",NA
1999,"Alsek","Upper Esc Goal",NA
1999,"Alsek","Lower PSC Goal",4400
1999,"Alsek","Upper PSC Goal",9200
2000,"Alsek","Lower Esc Goal",NA
2000,"Alsek","Upper Esc Goal",NA
2000,"Alsek","Lower PSC Goal",4400
2000,"Alsek","Upper PSC Goal",9200
2001,"Alsek","Lower Esc Goal",NA
2001,"Alsek","Upper Esc Goal",NA
2001,"Alsek","Lower PSC Goal",4400
2001,"Alsek","Upper PSC Goal",9200
2002,"Alsek","Lower Esc Goal",NA
2002,"Alsek","Upper Esc Goal",NA
2002,"Alsek","Lower PSC Goal",4400
2002,"Alsek","Upper PSC Goal",9200
2003,"Alsek","Lower Esc Goal",NA
2003,"Alsek","Upper Esc Goal",NA
2003,"Alsek","Lower PSC Goal",4400
2003,"Alsek","Upper PSC Goal",9200
2004,"Alsek","Lower Esc Goal",NA
2004,"Alsek","Upper Esc Goal",NA
2004,"Alsek","Lower PSC Goal",4400
2004,"Alsek","Upper PSC Goal",9200
2005,"Alsek","Lower Esc Goal",NA
2005,"Alsek","Upper Esc Goal",NA
2005,"Alsek","Lower PSC Goal",4400
2005,"Alsek","Upper PSC Goal",9200
2006,"Alsek","Lower Esc Goal",NA
2006,"Alsek","Upper Esc Goal",NA
2006,"Alsek","Lower PSC Goal",4400
2006,"Alsek","Upper PSC Goal",9200
2007,"Alsek","Lower Esc Goal",NA
2007,"Alsek","Upper Esc Goal",NA
2007,"Alsek","Lower PSC Goal",4400
2007,"Alsek","Upper PSC Goal",9200
2008,"Alsek","Lower Esc Goal",NA
2008,"Alsek","Upper Esc Goal",NA
2008,"Alsek","Lower PSC Goal",4400
2008,"Alsek","Upper PSC Goal",9200
2009,"Alsek","Lower Esc Goal",NA
2009,"Alsek","Upper Esc Goal",NA
2009,"Alsek","Lower PSC Goal",4400
2009,"Alsek","Upper PSC Goal",9200
2010,"Alsek","Lower Esc Goal",NA
2010,"Alsek","Upper Esc Goal",NA
2010,"Alsek","Lower PSC Goal",3500
2010,"Alsek","Upper PSC Goal",5300
2011,"Alsek","Lower Esc Goal",NA
2011,"Alsek","Upper Esc Goal",NA
2011,"Alsek","Lower PSC Goal",3500
2011,"Alsek","Upper PSC Goal",5300
2012,"Alsek","Lower Esc Goal",NA
2012,"Alsek","Upper Esc Goal",NA
2012,"Alsek","Lower PSC Goal",3500
2012,"Alsek","Upper PSC Goal",5300
2013,"Alsek","Lower Esc Goal",NA
2013,"Alsek","Upper Esc Goal",NA
2013,"Alsek","Lower PSC Goal",3500
2013,"Alsek","Upper PSC Goal",5300
2014,"Alsek","Lower Esc Goal",NA
2014,"Alsek","Upper Esc Goal",NA
2014,"Alsek","Lower PSC Goal",3500
2014,"Alsek","Upper PSC Goal",5300
2015,"Alsek","Lower Esc Goal",NA
2015,"Alsek","Upper Esc Goal",NA
2015,"Alsek","Lower PSC Goal",3500
2015,"Alsek","Upper PSC Goal",5300
2016,"Alsek","Lower Esc Goal",NA
2016,"Alsek","Upper Esc Goal",NA
2016,"Alsek","Lower PSC Goal",3500
2016,"Alsek","Upper PSC Goal",5300
2017,"Alsek","Lower Esc Goal",NA
2017,"Alsek","Upper Esc Goal",NA
2017,"Alsek","Lower PSC Goal",3500
2017,"Alsek","Upper PSC Goal",5300
2018,"Alsek","Lower Esc Goal",NA
2018,"Alsek","Upper Esc Goal",NA
2018,"Alsek","Lower PSC Goal",3500
2018,"Alsek","Upper PSC Goal",5300
2019,"Alsek","Lower Esc Goal",NA
2019,"Alsek","Upper Esc Goal",NA
2019,"Alsek","Lower PSC Goal",3500
2019,"Alsek","Upper PSC Goal",5300
2020,"Alsek","Lower Esc Goal",NA
2020,"Alsek","Upper Esc Goal",NA
2020,"Alsek","Lower PSC Goal",3500
2020,"Alsek","Upper PSC Goal",5300
2021,"Alsek","Lower Esc Goal",NA
2021,"Alsek","Upper Esc Goal",NA
2021,"Alsek","Lower PSC Goal",3500
2021,"Alsek","Upper PSC Goal",5300
2022,"Alsek","Lower Esc Goal",NA
2022,"Alsek","Upper Esc Goal",NA
2022,"Alsek","Lower PSC Goal",3500
2022,"Alsek","Upper PSC Goal",5300
1975,"Taku","Lower Esc Goal",NA
1975,"Taku","Upper Esc Goal",NA
1975,"Taku","Lower PSC Goal",NA
1975,"Taku","Upper PSC Goal",NA
1976,"Taku","Lower Esc Goal",NA
1976,"Taku","Upper Esc Goal",NA
1976,"Taku","Lower PSC Goal",NA
1976,"Taku","Upper PSC Goal",NA
1977,"Taku","Lower Esc Goal",NA
1977,"Taku","Upper Esc Goal",NA
1977,"Taku","Lower PSC Goal",NA
1977,"Taku","Upper PSC Goal",NA
1978,"Taku","Lower Esc Goal",NA
1978,"Taku","Upper Esc Goal",NA
1978,"Taku","Lower PSC Goal",NA
1978,"Taku","Upper PSC Goal",NA
1979,"Taku","Lower Esc Goal",NA
1979,"Taku","Upper Esc Goal",NA
1979,"Taku","Lower PSC Goal",NA
1979,"Taku","Upper PSC Goal",NA
1980,"Taku","Lower Esc Goal",NA
1980,"Taku","Upper Esc Goal",NA
1980,"Taku","Lower PSC Goal",NA
1980,"Taku","Upper PSC Goal",NA
1981,"Taku","Lower Esc Goal",NA
1981,"Taku","Upper Esc Goal",NA
1981,"Taku","Lower PSC Goal",NA
1981,"Taku","Upper PSC Goal",NA
1982,"Taku","Lower Esc Goal",NA
1982,"Taku","Upper Esc Goal",NA
1982,"Taku","Lower PSC Goal",NA
1982,"Taku","Upper PSC Goal",NA
1983,"Taku","Lower Esc Goal",NA
1983,"Taku","Upper Esc Goal",NA
1983,"Taku","Lower PSC Goal",NA
1983,"Taku","Upper PSC Goal",NA
1984,"Taku","Lower Esc Goal",NA
1984,"Taku","Upper Esc Goal",NA
1984,"Taku","Lower PSC Goal",NA
1984,"Taku","Upper PSC Goal",NA
1985,"Taku","Lower Esc Goal",NA
1985,"Taku","Upper Esc Goal",NA
1985,"Taku","Lower PSC Goal",NA
1985,"Taku","Upper PSC Goal",NA
1986,"Taku","Lower Esc Goal",NA
1986,"Taku","Upper Esc Goal",NA
1986,"Taku","Lower PSC Goal",NA
1986,"Taku","Upper PSC Goal",NA
1987,"Taku","Lower Esc Goal",NA
1987,"Taku","Upper Esc Goal",NA
1987,"Taku","Lower PSC Goal",NA
1987,"Taku","Upper PSC Goal",NA
1988,"Taku","Lower Esc Goal",NA
1988,"Taku","Upper Esc Goal",NA
1988,"Taku","Lower PSC Goal",NA
1988,"Taku","Upper PSC Goal",NA
1989,"Taku","Lower Esc Goal",NA
1989,"Taku","Upper Esc Goal",NA
1989,"Taku","Lower PSC Goal",NA
1989,"Taku","Upper PSC Goal",NA
1990,"Taku","Lower Esc Goal",NA
1990,"Taku","Upper Esc Goal",NA
1990,"Taku","Lower PSC Goal",NA
1990,"Taku","Upper PSC Goal",NA
1991,"Taku","Lower Esc Goal",NA
1991,"Taku","Upper Esc Goal",NA
1991,"Taku","Lower PSC Goal",NA
1991,"Taku","Upper PSC Goal",NA
1992,"Taku","Lower Esc Goal",NA
1992,"Taku","Upper Esc Goal",NA
1992,"Taku","Lower PSC Goal",NA
1992,"Taku","Upper PSC Goal",NA
1993,"Taku","Lower Esc Goal",NA
1993,"Taku","Upper Esc Goal",NA
1993,"Taku","Lower PSC Goal",NA
1993,"Taku","Upper PSC Goal",NA
1994,"Taku","Lower Esc Goal",NA
1994,"Taku","Upper Esc Goal",NA
1994,"Taku","Lower PSC Goal",NA
1994,"Taku","Upper PSC Goal",NA
1995,"Taku","Lower Esc Goal",NA
1995,"Taku","Upper Esc Goal",NA
1995,"Taku","Lower PSC Goal",NA
1995,"Taku","Upper PSC Goal",NA
1996,"Taku","Lower Esc Goal",NA
1996,"Taku","Upper Esc Goal",NA
1996,"Taku","Lower PSC Goal",NA
1996,"Taku","Upper PSC Goal",NA
1997,"Taku","Lower Esc Goal",NA
1997,"Taku","Upper Esc Goal",NA
1997,"Taku","Lower PSC Goal",NA
1997,"Taku","Upper PSC Goal",NA
1998,"Taku","Lower Esc Goal",NA
1998,"Taku","Upper Esc Goal",NA
1998,"Taku","Lower PSC Goal",NA
1998,"Taku","Upper PSC Goal",NA
1999,"Taku","Lower Esc Goal",NA
1999,"Taku","Upper Esc Goal",NA
1999,"Taku","Lower PSC Goal",30000
1999,"Taku","Upper PSC Goal",55000
2000,"Taku","Lower Esc Goal",NA
2000,"Taku","Upper Esc Goal",NA
2000,"Taku","Lower PSC Goal",30000
2000,"Taku","Upper PSC Goal",55000
2001,"Taku","Lower Esc Goal",NA
2001,"Taku","Upper Esc Goal",NA
2001,"Taku","Lower PSC Goal",30000
2001,"Taku","Upper PSC Goal",55000
2002,"Taku","Lower Esc Goal",NA
2002,"Taku","Upper Esc Goal",NA
2002,"Taku","Lower PSC Goal",30000
2002,"Taku","Upper PSC Goal",55000
2003,"Taku","Lower Esc Goal",NA
2003,"Taku","Upper Esc Goal",NA
2003,"Taku","Lower PSC Goal",30000
2003,"Taku","Upper PSC Goal",55000
2004,"Taku","Lower Esc Goal",NA
2004,"Taku","Upper Esc Goal",NA
2004,"Taku","Lower PSC Goal",30000
2004,"Taku","Upper PSC Goal",55000
2005,"Taku","Lower Esc Goal",NA
2005,"Taku","Upper Esc Goal",NA
2005,"Taku","Lower PSC Goal",30000
2005,"Taku","Upper PSC Goal",55000
2006,"Taku","Lower Esc Goal",NA
2006,"Taku","Upper Esc Goal",NA
2006,"Taku","Lower PSC Goal",30000
2006,"Taku","Upper PSC Goal",55000
2007,"Taku","Lower Esc Goal",NA
2007,"Taku","Upper Esc Goal",NA
2007,"Taku","Lower PSC Goal",30000
2007,"Taku","Upper PSC Goal",55000
2008,"Taku","Lower Esc Goal",NA
2008,"Taku","Upper Esc Goal",NA
2008,"Taku","Lower PSC Goal",30000
2008,"Taku","Upper PSC Goal",55000
2009,"Taku","Lower Esc Goal",NA
2009,"Taku","Upper Esc Goal",NA
2009,"Taku","Lower PSC Goal",30000
2009,"Taku","Upper PSC Goal",55000
2010,"Taku","Lower Esc Goal",NA
2010,"Taku","Upper Esc Goal",NA
2010,"Taku","Lower PSC Goal",19000
2010,"Taku","Upper PSC Goal",36000
2011,"Taku","Lower Esc Goal",NA
2011,"Taku","Upper Esc Goal",NA
2011,"Taku","Lower PSC Goal",19000
2011,"Taku","Upper PSC Goal",36000
2012,"Taku","Lower Esc Goal",NA
2012,"Taku","Upper Esc Goal",NA
2012,"Taku","Lower PSC Goal",19000
2012,"Taku","Upper PSC Goal",36000
2013,"Taku","Lower Esc Goal",NA
2013,"Taku","Upper Esc Goal",NA
2013,"Taku","Lower PSC Goal",19000
2013,"Taku","Upper PSC Goal",36000
2014,"Taku","Lower Esc Goal",NA
2014,"Taku","Upper Esc Goal",NA
2014,"Taku","Lower PSC Goal",19000
2014,"Taku","Upper PSC Goal",36000
2015,"Taku","Lower Esc Goal",NA
2015,"Taku","Upper Esc Goal",NA
2015,"Taku","Lower PSC Goal",19000
2015,"Taku","Upper PSC Goal",36000
2016,"Taku","Lower Esc Goal",NA
2016,"Taku","Upper Esc Goal",NA
2016,"Taku","Lower PSC Goal",19000
2016,"Taku","Upper PSC Goal",36000
2017,"Taku","Lower Esc Goal",NA
2017,"Taku","Upper Esc Goal",NA
2017,"Taku","Lower PSC Goal",19000
2017,"Taku","Upper PSC Goal",36000
2018,"Taku","Lower Esc Goal",NA
2018,"Taku","Upper Esc Goal",NA
2018,"Taku","Lower PSC Goal",19000
2018,"Taku","Upper PSC Goal",36000
2019,"Taku","Lower Esc Goal",NA
2019,"Taku","Upper Esc Goal",NA
2019,"Taku","Lower PSC Goal",19000
2019,"Taku","Upper PSC Goal",36000
2020,"Taku","Lower Esc Goal",NA
2020,"Taku","Upper Esc Goal",NA
2020,"Taku","Lower PSC Goal",19000
2020,"Taku","Upper PSC Goal",36000
2021,"Taku","Lower Esc Goal",NA
2021,"Taku","Upper Esc Goal",NA
2021,"Taku","Lower PSC Goal",19000
2021,"Taku","Upper PSC Goal",36000
2022,"Taku","Lower Esc Goal",NA
2022,"Taku","Upper Esc Goal",NA
2022,"Taku","Lower PSC Goal",19000
2022,"Taku","Upper PSC Goal",36000
1975,"Stikine","Lower Esc Goal",NA
1975,"Stikine","Upper Esc Goal",NA
1975,"Stikine","Lower PSC Goal",NA
1975,"Stikine","Upper PSC Goal",NA
1976,"Stikine","Lower Esc Goal",NA
1976,"Stikine","Upper Esc Goal",NA
1976,"Stikine","Lower PSC Goal",NA
1976,"Stikine","Upper PSC Goal",NA
1977,"Stikine","Lower Esc Goal",NA
1977,"Stikine","Upper Esc Goal",NA
1977,"Stikine","Lower PSC Goal",NA
1977,"Stikine","Upper PSC Goal",NA
1978,"Stikine","Lower Esc Goal",NA
1978,"Stikine","Upper Esc Goal",NA
1978,"Stikine","Lower PSC Goal",NA
1978,"Stikine","Upper PSC Goal",NA
1979,"Stikine","Lower Esc Goal",NA
1979,"Stikine","Upper Esc Goal",NA
1979,"Stikine","Lower PSC Goal",NA
1979,"Stikine","Upper PSC Goal",NA
1980,"Stikine","Lower Esc Goal",NA
1980,"Stikine","Upper Esc Goal",NA
1980,"Stikine","Lower PSC Goal",NA
1980,"Stikine","Upper PSC Goal",NA
1981,"Stikine","Lower Esc Goal",NA
1981,"Stikine","Upper Esc Goal",NA
1981,"Stikine","Lower PSC Goal",NA
1981,"Stikine","Upper PSC Goal",NA
1982,"Stikine","Lower Esc Goal",NA
1982,"Stikine","Upper Esc Goal",NA
1982,"Stikine","Lower PSC Goal",NA
1982,"Stikine","Upper PSC Goal",NA
1983,"Stikine","Lower Esc Goal",NA
1983,"Stikine","Upper Esc Goal",NA
1983,"Stikine","Lower PSC Goal",NA
1983,"Stikine","Upper PSC Goal",NA
1984,"Stikine","Lower Esc Goal",NA
1984,"Stikine","Upper Esc Goal",NA
1984,"Stikine","Lower PSC Goal",NA
1984,"Stikine","Upper PSC Goal",NA
1985,"Stikine","Lower Esc Goal",NA
1985,"Stikine","Upper Esc Goal",NA
1985,"Stikine","Lower PSC Goal",NA
1985,"Stikine","Upper PSC Goal",NA
1986,"Stikine","Lower Esc Goal",NA
1986,"Stikine","Upper Esc Goal",NA
1986,"Stikine","Lower PSC Goal",NA
1986,"Stikine","Upper PSC Goal",NA
1987,"Stikine","Lower Esc Goal",NA
1987,"Stikine","Upper Esc Goal",NA
1987,"Stikine","Lower PSC Goal",NA
1987,"Stikine","Upper PSC Goal",NA
1988,"Stikine","Lower Esc Goal",NA
1988,"Stikine","Upper Esc Goal",NA
1988,"Stikine","Lower PSC Goal",NA
1988,"Stikine","Upper PSC Goal",NA
1989,"Stikine","Lower Esc Goal",NA
1989,"Stikine","Upper Esc Goal",NA
1989,"Stikine","Lower PSC Goal",NA
1989,"Stikine","Upper PSC Goal",NA
1990,"Stikine","Lower Esc Goal",NA
1990,"Stikine","Upper Esc Goal",NA
1990,"Stikine","Lower PSC Goal",NA
1990,"Stikine","Upper PSC Goal",NA
1991,"Stikine","Lower Esc Goal",NA
1991,"Stikine","Upper Esc Goal",NA
1991,"Stikine","Lower PSC Goal",NA
1991,"Stikine","Upper PSC Goal",NA
1992,"Stikine","Lower Esc Goal",NA
1992,"Stikine","Upper Esc Goal",NA
1992,"Stikine","Lower PSC Goal",NA
1992,"Stikine","Upper PSC Goal",NA
1993,"Stikine","Lower Esc Goal",NA
1993,"Stikine","Upper Esc Goal",NA
1993,"Stikine","Lower PSC Goal",NA
1993,"Stikine","Upper PSC Goal",NA
1994,"Stikine","Lower Esc Goal",NA
1994,"Stikine","Upper Esc Goal",NA
1994,"Stikine","Lower PSC Goal",NA
1994,"Stikine","Upper PSC Goal",NA
1995,"Stikine","Lower Esc Goal",NA
1995,"Stikine","Upper Esc Goal",NA
1995,"Stikine","Lower PSC Goal",NA
1995,"Stikine","Upper PSC Goal",NA
1996,"Stikine","Lower Esc Goal",NA
1996,"Stikine","Upper Esc Goal",NA
1996,"Stikine","Lower PSC Goal",NA
1996,"Stikine","Upper PSC Goal",NA
1997,"Stikine","Lower Esc Goal",NA
1997,"Stikine","Upper Esc Goal",NA
1997,"Stikine","Lower PSC Goal",NA
1997,"Stikine","Upper PSC Goal",NA
1998,"Stikine","Lower Esc Goal",NA
1998,"Stikine","Upper Esc Goal",NA
1998,"Stikine","Lower PSC Goal",NA
1998,"Stikine","Upper PSC Goal",NA
1999,"Stikine","Lower Esc Goal",NA
1999,"Stikine","Upper Esc Goal",NA
1999,"Stikine","Lower PSC Goal",NA
1999,"Stikine","Upper PSC Goal",NA
2000,"Stikine","Lower Esc Goal",NA
2000,"Stikine","Upper Esc Goal",NA
2000,"Stikine","Lower PSC Goal",14000
2000,"Stikine","Upper PSC Goal",28000
2001,"Stikine","Lower Esc Goal",NA
2001,"Stikine","Upper Esc Goal",NA
2001,"Stikine","Lower PSC Goal",14000
2001,"Stikine","Upper PSC Goal",28000
2002,"Stikine","Lower Esc Goal",NA
2002,"Stikine","Upper Esc Goal",NA
2002,"Stikine","Lower PSC Goal",14000
2002,"Stikine","Upper PSC Goal",28000
2003,"Stikine","Lower Esc Goal",NA
2003,"Stikine","Upper Esc Goal",NA
2003,"Stikine","Lower PSC Goal",14000
2003,"Stikine","Upper PSC Goal",28000
2004,"Stikine","Lower Esc Goal",NA
2004,"Stikine","Upper Esc Goal",NA
2004,"Stikine","Lower PSC Goal",14000
2004,"Stikine","Upper PSC Goal",28000
2005,"Stikine","Lower Esc Goal",NA
2005,"Stikine","Upper Esc Goal",NA
2005,"Stikine","Lower PSC Goal",14000
2005,"Stikine","Upper PSC Goal",28000
2006,"Stikine","Lower Esc Goal",NA
2006,"Stikine","Upper Esc Goal",NA
2006,"Stikine","Lower PSC Goal",14000
2006,"Stikine","Upper PSC Goal",28000
2007,"Stikine","Lower Esc Goal",NA
2007,"Stikine","Upper Esc Goal",NA
2007,"Stikine","Lower PSC Goal",14000
2007,"Stikine","Upper PSC Goal",28000
2008,"Stikine","Lower Esc Goal",NA
2008,"Stikine","Upper Esc Goal",NA
2008,"Stikine","Lower PSC Goal",14000
2008,"Stikine","Upper PSC Goal",28000
2009,"Stikine","Lower Esc Goal",NA
2009,"Stikine","Upper Esc Goal",NA
2009,"Stikine","Lower PSC Goal",14000
2009,"Stikine","Upper PSC Goal",28000
2010,"Stikine","Lower Esc Goal",NA
2010,"Stikine","Upper Esc Goal",NA
2010,"Stikine","Lower PSC Goal",14000
2010,"Stikine","Upper PSC Goal",28000
2011,"Stikine","Lower Esc Goal",NA
2011,"Stikine","Upper Esc Goal",NA
2011,"Stikine","Lower PSC Goal",14000
2011,"Stikine","Upper PSC Goal",28000
2012,"Stikine","Lower Esc Goal",NA
2012,"Stikine","Upper Esc Goal",NA
2012,"Stikine","Lower PSC Goal",14000
2012,"Stikine","Upper PSC Goal",28000
2013,"Stikine","Lower Esc Goal",NA
2013,"Stikine","Upper Esc Goal",NA
2013,"Stikine","Lower PSC Goal",14000
2013,"Stikine","Upper PSC Goal",28000
2014,"Stikine","Lower Esc Goal",NA
2014,"Stikine","Upper Esc Goal",NA
2014,"Stikine","Lower PSC Goal",14000
2014,"Stikine","Upper PSC Goal",28000
2015,"Stikine","Lower Esc Goal",NA
2015,"Stikine","Upper Esc Goal",NA
2015,"Stikine","Lower PSC Goal",14000
2015,"Stikine","Upper PSC Goal",28000
2016,"Stikine","Lower Esc Goal",NA
2016,"Stikine","Upper Esc Goal",NA
2016,"Stikine","Lower PSC Goal",14000
2016,"Stikine","Upper PSC Goal",28000
2017,"Stikine","Lower Esc Goal",NA
2017,"Stikine","Upper Esc Goal",NA
2017,"Stikine","Lower PSC Goal",14000
2017,"Stikine","Upper PSC Goal",28000
2018,"Stikine","Lower Esc Goal",NA
2018,"Stikine","Upper Esc Goal",NA
2018,"Stikine","Lower PSC Goal",14000
2018,"Stikine","Upper PSC Goal",28000
2019,"Stikine","Lower Esc Goal",NA
2019,"Stikine","Upper Esc Goal",NA
2019,"Stikine","Lower PSC Goal",14000
2019,"Stikine","Upper PSC Goal",28000
2020,"Stikine","Lower Esc Goal",NA
2020,"Stikine","Upper Esc Goal",NA
2020,"Stikine","Lower PSC Goal",14000
2020,"Stikine","Upper PSC Goal",28000
2021,"Stikine","Lower Esc Goal",NA
2021,"Stikine","Upper Esc Goal",NA
2021,"Stikine","Lower PSC Goal",14000
2021,"Stikine","Upper PSC Goal",28000
2022,"Stikine","Lower Esc Goal",NA
2022,"Stikine","Upper Esc Goal",NA
2022,"Stikine","Lower PSC Goal",14000
2022,"Stikine","Upper PSC Goal",28000
1975,"Chilkat","Lower Esc Goal",NA
1975,"Chilkat","Upper Esc Goal",NA
1975,"Chilkat","Lower PSC Goal",NA
1975,"Chilkat","Upper PSC Goal",NA
1976,"Chilkat","Lower Esc Goal",NA
1976,"Chilkat","Upper Esc Goal",NA
1976,"Chilkat","Lower PSC Goal",NA
1976,"Chilkat","Upper PSC Goal",NA
1977,"Chilkat","Lower Esc Goal",NA
1977,"Chilkat","Upper Esc Goal",NA
1977,"Chilkat","Lower PSC Goal",NA
1977,"Chilkat","Upper PSC Goal",NA
1978,"Chilkat","Lower Esc Goal",NA
1978,"Chilkat","Upper Esc Goal",NA
1978,"Chilkat","Lower PSC Goal",NA
1978,"Chilkat","Upper PSC Goal",NA
1979,"Chilkat","Lower Esc Goal",NA
1979,"Chilkat","Upper Esc Goal",NA
1979,"Chilkat","Lower PSC Goal",NA
1979,"Chilkat","Upper PSC Goal",NA
1980,"Chilkat","Lower Esc Goal",NA
1980,"Chilkat","Upper Esc Goal",NA
1980,"Chilkat","Lower PSC Goal",NA
1980,"Chilkat","Upper PSC Goal",NA
1981,"Chilkat","Lower Esc Goal",NA
1981,"Chilkat","Upper Esc Goal",NA
1981,"Chilkat","Lower PSC Goal",NA
1981,"Chilkat","Upper PSC Goal",NA
1982,"Chilkat","Lower Esc Goal",NA
1982,"Chilkat","Upper Esc Goal",NA
1982,"Chilkat","Lower PSC Goal",NA
1982,"Chilkat","Upper PSC Goal",NA
1983,"Chilkat","Lower Esc Goal",NA
1983,"Chilkat","Upper Esc Goal",NA
1983,"Chilkat","Lower PSC Goal",NA
1983,"Chilkat","Upper PSC Goal",NA
1984,"Chilkat","Lower Esc Goal",NA
1984,"Chilkat","Upper Esc Goal",NA
1984,"Chilkat","Lower PSC Goal",NA
1984,"Chilkat","Upper PSC Goal",NA
1985,"Chilkat","Lower Esc Goal",NA
1985,"Chilkat","Upper Esc Goal",NA
1985,"Chilkat","Lower PSC Goal",NA
1985,"Chilkat","Upper PSC Goal",NA
1986,"Chilkat","Lower Esc Goal",NA
1986,"Chilkat","Upper Esc Goal",NA
1986,"Chilkat","Lower PSC Goal",NA
1986,"Chilkat","Upper PSC Goal",NA
1987,"Chilkat","Lower Esc Goal",NA
1987,"Chilkat","Upper Esc Goal",NA
1987,"Chilkat","Lower PSC Goal",NA
1987,"Chilkat","Upper PSC Goal",NA
1988,"Chilkat","Lower Esc Goal",NA
1988,"Chilkat","Upper Esc Goal",NA
1988,"Chilkat","Lower PSC Goal",NA
1988,"Chilkat","Upper PSC Goal",NA
1989,"Chilkat","Lower Esc Goal",NA
1989,"Chilkat","Upper Esc Goal",NA
1989,"Chilkat","Lower PSC Goal",NA
1989,"Chilkat","Upper PSC Goal",NA
1990,"Chilkat","Lower Esc Goal",NA
1990,"Chilkat","Upper Esc Goal",NA
1990,"Chilkat","Lower PSC Goal",NA
1990,"Chilkat","Upper PSC Goal",NA
1991,"Chilkat","Lower Esc Goal",2000
1991,"Chilkat","Upper Esc Goal",NA
1991,"Chilkat","Lower PSC Goal",NA
1991,"Chilkat","Upper PSC Goal",NA
1992,"Chilkat","Lower Esc Goal",2000
1992,"Chilkat","Upper Esc Goal",NA
1992,"Chilkat","Lower PSC Goal",NA
1992,"Chilkat","Upper PSC Goal",NA
1993,"Chilkat","Lower Esc Goal",2000
1993,"Chilkat","Upper Esc Goal",NA
1993,"Chilkat","Lower PSC Goal",NA
1993,"Chilkat","Upper PSC Goal",NA
1994,"Chilkat","Lower Esc Goal",2000
1994,"Chilkat","Upper Esc Goal",NA
1994,"Chilkat","Lower PSC Goal",NA
1994,"Chilkat","Upper PSC Goal",NA
1995,"Chilkat","Lower Esc Goal",2000
1995,"Chilkat","Upper Esc Goal",NA
1995,"Chilkat","Lower PSC Goal",NA
1995,"Chilkat","Upper PSC Goal",NA
1996,"Chilkat","Lower Esc Goal",2000
1996,"Chilkat","Upper Esc Goal",NA
1996,"Chilkat","Lower PSC Goal",NA
1996,"Chilkat","Upper PSC Goal",NA
1997,"Chilkat","Lower Esc Goal",2000
1997,"Chilkat","Upper Esc Goal",NA
1997,"Chilkat","Lower PSC Goal",NA
1997,"Chilkat","Upper PSC Goal",NA
1998,"Chilkat","Lower Esc Goal",2000
1998,"Chilkat","Upper Esc Goal",NA
1998,"Chilkat","Lower PSC Goal",NA
1998,"Chilkat","Upper PSC Goal",NA
1999,"Chilkat","Lower Esc Goal",2000
1999,"Chilkat","Upper Esc Goal",NA
1999,"Chilkat","Lower PSC Goal",NA
1999,"Chilkat","Upper PSC Goal",NA
2000,"Chilkat","Lower Esc Goal",2000
2000,"Chilkat","Upper Esc Goal",NA
2000,"Chilkat","Lower PSC Goal",NA
2000,"Chilkat","Upper PSC Goal",NA
2001,"Chilkat","Lower Esc Goal",2000
2001,"Chilkat","Upper Esc Goal",NA
2001,"Chilkat","Lower PSC Goal",NA
2001,"Chilkat","Upper PSC Goal",NA
2002,"Chilkat","Lower Esc Goal",2000
2002,"Chilkat","Upper Esc Goal",NA
2002,"Chilkat","Lower PSC Goal",NA
2002,"Chilkat","Upper PSC Goal",NA
2003,"Chilkat","Lower Esc Goal",2000
2003,"Chilkat","Upper Esc Goal",NA
2003,"Chilkat","Lower PSC Goal",NA
2003,"Chilkat","Upper PSC Goal",NA
2004,"Chilkat","Lower Esc Goal",NA
2004,"Chilkat","Upper Esc Goal",NA
2004,"Chilkat","Lower PSC Goal",1750
2004,"Chilkat","Upper PSC Goal",3500
2005,"Chilkat","Lower Esc Goal",NA
2005,"Chilkat","Upper Esc Goal",NA
2005,"Chilkat","Lower PSC Goal",1750
2005,"Chilkat","Upper PSC Goal",3500
2006,"Chilkat","Lower Esc Goal",NA
2006,"Chilkat","Upper Esc Goal",NA
2006,"Chilkat","Lower PSC Goal",1750
2006,"Chilkat","Upper PSC Goal",3500
2007,"Chilkat","Lower Esc Goal",NA
2007,"Chilkat","Upper Esc Goal",NA
2007,"Chilkat","Lower PSC Goal",1750
2007,"Chilkat","Upper PSC Goal",3500
2008,"Chilkat","Lower Esc Goal",NA
2008,"Chilkat","Upper Esc Goal",NA
2008,"Chilkat","Lower PSC Goal",1750
2008,"Chilkat","Upper PSC Goal",3500
