year,StockName,LineType,Note,Agency Goal,ESA Recovery Goal,Minimun Natural Escapement Goal,PSC-Agreed Goal,Lower Goal,Upper Goal,Smsy
1986,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1987,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1988,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1989,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1990,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1991,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1992,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1993,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1994,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1995,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1996,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1997,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1998,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1999,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2000,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2001,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2002,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2003,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2004,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2005,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2006,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2007,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2008,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2009,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2010,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2011,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2012,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2013,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2014,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2015,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2016,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2017,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2018,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2019,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2020,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2021,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2022,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2023,South Umpqua,Dotted,State Goal,,,,,1493,8284,
2024,South Umpqua,Dotted,State Goal,,,,,1493,8284,
1986,Coquille,Dotted,State Goal,,,,,2833,13782,
1987,Coquille,Dotted,State Goal,,,,,2833,13782,
1988,Coquille,Dotted,State Goal,,,,,2833,13782,
1989,Coquille,Dotted,State Goal,,,,,2833,13782,
1990,Coquille,Dotted,State Goal,,,,,2833,13782,
1991,Coquille,Dotted,State Goal,,,,,2833,13782,
1992,Coquille,Dotted,State Goal,,,,,2833,13782,
1993,Coquille,Dotted,State Goal,,,,,2833,13782,
1994,Coquille,Dotted,State Goal,,,,,2833,13782,
1995,Coquille,Dotted,State Goal,,,,,2833,13782,
1996,Coquille,Dotted,State Goal,,,,,2833,13782,
1997,Coquille,Dotted,State Goal,,,,,2833,13782,
1998,Coquille,Dotted,State Goal,,,,,2833,13782,
1999,Coquille,Dotted,State Goal,,,,,2833,13782,
2000,Coquille,Dotted,State Goal,,,,,2833,13782,
2001,Coquille,Dotted,State Goal,,,,,2833,13782,
2002,Coquille,Dotted,State Goal,,,,,2833,13782,
2003,Coquille,Dotted,State Goal,,,,,2833,13782,
2004,Coquille,Dotted,State Goal,,,,,2833,13782,
2005,Coquille,Dotted,State Goal,,,,,2833,13782,
2006,Coquille,Dotted,State Goal,,,,,2833,13782,
2007,Coquille,Dotted,State Goal,,,,,2833,13782,
2008,Coquille,Dotted,State Goal,,,,,2833,13782,
2009,Coquille,Dotted,State Goal,,,,,2833,13782,
2010,Coquille,Dotted,State Goal,,,,,2833,13782,
2011,Coquille,Dotted,State Goal,,,,,2833,13782,
2012,Coquille,Dotted,State Goal,,,,,2833,13782,
2013,Coquille,Dotted,State Goal,,,,,2833,13782,
2014,Coquille,Dotted,State Goal,,,,,2833,13782,
2015,Coquille,Dotted,State Goal,,,,,2833,13782,
2016,Coquille,Dotted,State Goal,,,,,2833,13782,
2017,Coquille,Dotted,State Goal,,,,,2833,13782,
2018,Coquille,Dotted,State Goal,,,,,2833,13782,
2019,Coquille,Dotted,State Goal,,,,,2833,13782,
2020,Coquille,Dotted,State Goal,,,,,2833,13782,
2021,Coquille,Dotted,State Goal,,,,,2833,13782,
2022,Coquille,Dotted,State Goal,,,,,2833,13782,
2023,Coquille,Dotted,State Goal,,,,,2833,13782,
2024,Coquille,Dotted,State Goal,,,,,2833,13782,
1975,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1976,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1977,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1978,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1979,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1980,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1981,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1982,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1983,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1984,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1985,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1986,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1987,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1988,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1989,Atnarko Wild,NA,NA,NA,NA,NA,NA,,,
1990,Atnarko Wild,Dotted,"Adopted in 2019, unofficial before then, but CTC plots it starting in 1990",NA,NA,NA,5009,,,
1991,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1992,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1993,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1994,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1995,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1996,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1997,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1998,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
1999,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2000,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2001,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2002,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2003,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2004,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2005,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2006,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2007,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2008,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2009,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2010,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2011,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2012,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2013,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2014,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2015,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2016,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2017,Atnarko Wild,Dotted,NA,NA,NA,NA,5009,,,
2018,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
2019,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
2020,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
2021,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
2022,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
2023,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
2024,Atnarko Wild,Solid,NA,NA,NA,NA,5009,,,
1991,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1992,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1993,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1994,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1995,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1996,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1997,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1998,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
1999,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
2000,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
2001,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
2002,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
2003,Chilkat,Dotted,NA,NA,NA,NA,2000,,,
2004,Chilkat,Solid,Ericksen and McPherson 2004),NA,NA,NA,,1750,3500,
2005,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2006,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2007,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2008,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2009,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2010,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2011,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2012,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2013,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2014,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2015,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2016,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2017,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2018,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2019,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2020,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2021,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2022,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2023,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
2024,Chilkat,Solid,Ericksen and McPherson 2004),,,,,1750,3500,
1975,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1976,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1977,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1978,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1979,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1980,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1981,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1982,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1983,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1984,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1985,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1986,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1987,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1988,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1989,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1990,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1991,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1992,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1993,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1994,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1995,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1996,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1997,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1998,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
1999,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
2000,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
2001,Columbia Upriver Brights,Dotted,NA,40000,NA,NA,NA,,,
2002,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2003,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2004,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2005,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2006,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2007,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2008,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2009,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2010,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2011,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2012,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2013,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2014,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2015,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2016,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2017,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2018,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2019,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2020,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2021,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2022,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2023,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
2024,Columbia Upriver Brights,Solid,NA,NA,NA,NA,40000,,,
1975,Coweeman,NA,NA,NA,NA,NA,NA,,,
1976,Coweeman,NA,NA,NA,NA,NA,NA,,,
1977,Coweeman,NA,NA,NA,NA,NA,NA,,,
1978,Coweeman,NA,NA,NA,NA,NA,NA,,,
1979,Coweeman,NA,NA,NA,NA,NA,NA,,,
1980,Coweeman,NA,NA,NA,NA,NA,NA,,,
1981,Coweeman,NA,NA,NA,NA,NA,NA,,,
1982,Coweeman,NA,NA,NA,NA,NA,NA,,,
1983,Coweeman,NA,NA,NA,NA,NA,NA,,,
1984,Coweeman,NA,NA,NA,NA,NA,NA,,,
1985,Coweeman,NA,NA,NA,NA,NA,NA,,,
1986,Coweeman,NA,NA,NA,NA,NA,NA,,,
1987,Coweeman,NA,NA,NA,NA,NA,NA,,,
1988,Coweeman,NA,NA,NA,NA,NA,NA,,,
1989,Coweeman,NA,NA,NA,NA,NA,NA,,,
1990,Coweeman,NA,NA,NA,NA,NA,NA,,,
1991,Coweeman,NA,NA,NA,NA,NA,NA,,,
1992,Coweeman,NA,NA,NA,NA,NA,NA,,,
1993,Coweeman,NA,NA,NA,NA,NA,NA,,,
1994,Coweeman,NA,NA,NA,NA,NA,NA,,,
1995,Coweeman,NA,NA,NA,NA,NA,NA,,,
1996,Coweeman,NA,NA,NA,NA,NA,NA,,,
1997,Coweeman,NA,NA,NA,NA,NA,NA,,,
1998,Coweeman,NA,NA,NA,NA,NA,NA,,,
1999,Coweeman,Dotted,"Coweeman escapement
indicator stock represents ESA listed natural tule fall Chinook salmon",1000,3600,NA,NA,,,
2000,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2001,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2002,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2003,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2004,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2005,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2006,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2007,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2008,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2009,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2010,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2011,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2012,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2013,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2014,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2015,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2016,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2017,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2018,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2019,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2020,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2021,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2022,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2023,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
2024,Coweeman,Dotted,NA,1000,3600,NA,NA,,,
1975,Cowichan,NA,Tomkins et al. 2005,NA,NA,NA,NA,,,
1975,Cowichan,NA,NA,NA,NA,NA,NA,,,
1976,Cowichan,NA,NA,NA,NA,NA,NA,,,
1977,Cowichan,NA,NA,NA,NA,NA,NA,,,
1978,Cowichan,NA,NA,NA,NA,NA,NA,,,
1979,Cowichan,NA,NA,NA,NA,NA,NA,,,
1980,Cowichan,NA,NA,NA,NA,NA,NA,,,
1981,Cowichan,NA,NA,NA,NA,NA,NA,,,
1982,Cowichan,NA,NA,NA,NA,NA,NA,,,
1983,Cowichan,NA,NA,NA,NA,NA,NA,,,
1984,Cowichan,NA,NA,NA,NA,NA,NA,,,
1985,Cowichan,NA,NA,NA,NA,NA,NA,,,
1986,Cowichan,NA,NA,NA,NA,NA,NA,,,
1987,Cowichan,NA,NA,NA,NA,NA,NA,,,
1988,Cowichan,NA,NA,NA,NA,NA,NA,,,
1989,Cowichan,NA,NA,NA,NA,NA,NA,,,
1990,Cowichan,NA,NA,NA,NA,NA,NA,,,
1991,Cowichan,NA,NA,NA,NA,NA,NA,,,
1992,Cowichan,NA,NA,NA,NA,NA,NA,,,
1993,Cowichan,NA,NA,NA,NA,NA,NA,,,
1994,Cowichan,NA,NA,NA,NA,NA,NA,,,
1995,Cowichan,NA,NA,NA,NA,NA,NA,,,
1996,Cowichan,NA,NA,NA,NA,NA,NA,,,
1997,Cowichan,NA,NA,NA,NA,NA,NA,,,
1998,Cowichan,NA,NA,NA,NA,NA,NA,,,
1999,Cowichan,NA,NA,NA,NA,NA,NA,,,
2000,Cowichan,NA,NA,NA,NA,NA,NA,,,
2001,Cowichan,NA,NA,NA,NA,NA,NA,,,
2002,Cowichan,NA,NA,NA,NA,NA,NA,,,
2003,Cowichan,NA,NA,NA,NA,NA,NA,,,
2004,Cowichan,NA,NA,NA,NA,NA,NA,,,
2005,Cowichan,Dotted,Tompkins et al 2005,NA,NA,NA,6500,,,
2006,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2007,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2008,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2009,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2010,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2011,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2012,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2013,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2014,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2015,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2016,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2017,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2018,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2019,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2020,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2021,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2022,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2023,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2024,Cowichan,Dotted,NA,NA,NA,NA,6500,,,
2000,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2001,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2002,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2003,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2004,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2005,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2006,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2007,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2008,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2009,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2010,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2011,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2012,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2013,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2014,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2015,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2016,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2017,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2018,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2019,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2020,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2021,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2022,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2023,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
2024,Cowlitz Fall,Dotted,"From CTC, No Formal PST Escapement Goal",NA,3600,1000,NA,,,
1975,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1976,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1977,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1978,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1979,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1980,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1981,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1982,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1983,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1984,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1985,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1986,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1987,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1988,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1989,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1990,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1991,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1992,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1993,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1994,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1995,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1996,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1997,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1998,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
1999,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2000,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2001,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2002,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2003,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2004,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2005,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2006,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2007,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2008,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2009,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2010,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2011,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2012,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2013,Grays Harbor Fall,Dotted,NA,14600,NA,NA,NA,,,
2014,Grays Harbor Fall,Dotted,NA,NA,NA,NA,13326,,,
2015,Grays Harbor Fall,Solid,Goal accepted by CTC,NA,NA,NA,13326,,,
2016,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2017,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2018,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2019,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2020,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2021,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2022,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2023,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
2024,Grays Harbor Fall,Solid,NA,NA,NA,NA,13326,,,
1975,Grays Harbor Spr,Dotted,No PSC Goal - listed goal is a PFMC Goal for naturally spawning fish ,NA,NA,NA,NA,,,
1976,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1977,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1978,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1979,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1980,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1981,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1982,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1983,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1984,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
